Epoch	LR	Train Loss	Val Loss	Train Acc	Val Acc	
1.000000	0.000250	0.014359	0.000910	0.001314	0.000000	
2.000000	0.000250	0.000824	0.000808	0.000821	0.000000	
3.000000	0.000250	0.000784	0.000787	0.000835	0.008197	
4.000000	0.000250	0.000767	0.000778	0.008030	0.013115	
5.000000	0.000250	0.000760	0.000772	0.019736	0.018033	
6.000000	0.000250	0.000758	0.000769	0.022159	0.019672	
7.000000	0.000250	0.000752	0.000767	0.031545	0.039344	
8.000000	0.000250	0.000751	0.000766	0.043884	0.045902	
9.000000	0.000250	0.000751	0.000765	0.047657	0.065574	
10.000000	0.000250	0.000750	0.000764	0.046053	0.065574	
11.000000	0.000250	0.000749	0.000764	0.054867	0.052459	
12.000000	0.000250	0.000748	0.000765	0.052098	0.054098	
13.000000	0.000250	0.000747	0.000762	0.054292	0.049180	
14.000000	0.000250	0.000750	0.000762	0.057672	0.072131	
15.000000	0.000250	0.000748	0.000761	0.062585	0.068852	
16.000000	0.000250	0.000746	0.000762	0.064027	0.059016	
17.000000	0.000250	0.000746	0.000763	0.063684	0.049180	
18.000000	0.000250	0.000743	0.000766	0.069499	0.039344	
19.000000	0.000250	0.000746	0.000759	0.070625	0.085246	
20.000000	0.000250	0.000746	0.000758	0.081604	0.068852	
21.000000	0.000250	0.000744	0.000757	0.088275	0.073771	
22.000000	0.000250	0.000743	0.000757	0.086356	0.081967	
23.000000	0.000250	0.000743	0.000755	0.091960	0.095082	
24.000000	0.000250	0.000740	0.000752	0.098903	0.124590	
25.000000	0.000250	0.000742	0.000753	0.113543	0.142623	
26.000000	0.000250	0.000738	0.000755	0.121230	0.140984	
27.000000	0.000250	0.000743	0.000752	0.132251	0.145902	
28.000000	0.000250	0.000739	0.000749	0.126134	0.196721	
29.000000	0.000250	0.000734	0.000754	0.150263	0.137705	
30.000000	0.000250	0.000733	0.000745	0.154919	0.167213	
31.000000	0.000250	0.000735	0.000740	0.148020	0.190164	
32.000000	0.000250	0.000733	0.000773	0.166041	0.204918	
33.000000	0.000250	0.000726	0.000739	0.174257	0.222951	
34.000000	0.000250	0.000729	0.000748	0.184882	0.209836	
35.000000	0.000250	0.000722	0.000729	0.207238	0.257377	
36.000000	0.000250	0.000718	0.000718	0.226806	0.319672	
37.000000	0.000250	0.000719	0.000742	0.224490	0.231148	
38.000000	0.000250	0.000711	0.000743	0.256668	0.242623	
39.000000	0.000250	0.000710	0.000730	0.248641	0.281967	
40.000000	0.000250	0.000703	0.000722	0.269437	0.306557	
41.000000	0.000250	0.000703	0.000711	0.285479	0.324590	
42.000000	0.000250	0.000698	0.000753	0.289424	0.204918	
43.000000	0.000250	0.000696	0.000697	0.302958	0.408197	
44.000000	0.000250	0.000695	0.000699	0.302952	0.347541	
45.000000	0.000250	0.000689	0.000693	0.328829	0.408197	
46.000000	0.000250	0.000689	0.000706	0.325650	0.326230	
47.000000	0.000250	0.000689	0.000716	0.326761	0.370492	
48.000000	0.000250	0.000688	0.000711	0.331228	0.375410	
49.000000	0.000250	0.000682	0.000696	0.349615	0.368852	
50.000000	0.000250	0.000680	0.000702	0.347113	0.357377	
51.000000	0.000250	0.000680	0.000689	0.350362	0.383607	
52.000000	0.000250	0.000674	0.000683	0.356588	0.429508	
53.000000	0.000250	0.000670	0.000696	0.377403	0.378689	
54.000000	0.000250	0.000676	0.000689	0.364281	0.388525	
55.000000	0.000250	0.000669	0.000690	0.376077	0.383607	
56.000000	0.000250	0.000667	0.000711	0.391437	0.368852	
57.000000	0.000250	0.000661	0.000672	0.395865	0.427869	
58.000000	0.000250	0.000665	0.000676	0.396256	0.454098	
59.000000	0.000250	0.000661	0.000679	0.385949	0.439344	
60.000000	0.000250	0.000661	0.000650	0.404817	0.536066	
61.000000	0.000025	0.000633	0.000626	0.454454	0.588525	
62.000000	0.000025	0.000623	0.000620	0.465426	0.573771	
63.000000	0.000025	0.000616	0.000615	0.474521	0.572131	
64.000000	0.000025	0.000616	0.000614	0.485296	0.577049	
65.000000	0.000025	0.000620	0.000615	0.472585	0.578689	
66.000000	0.000025	0.000613	0.000610	0.481250	0.586885	
67.000000	0.000025	0.000615	0.000609	0.485430	0.580328	
68.000000	0.000025	0.000611	0.000611	0.490953	0.585246	
69.000000	0.000025	0.000610	0.000608	0.499715	0.588525	
70.000000	0.000025	0.000606	0.000608	0.481864	0.580328	
71.000000	0.000025	0.000610	0.000605	0.491381	0.593443	
72.000000	0.000025	0.000607	0.000606	0.501069	0.590164	
73.000000	0.000025	0.000605	0.000600	0.501896	0.598361	
74.000000	0.000025	0.000601	0.000610	0.515649	0.573771	
75.000000	0.000025	0.000601	0.000599	0.509587	0.596721	
76.000000	0.000025	0.000603	0.000602	0.508980	0.608197	
77.000000	0.000025	0.000600	0.000600	0.521667	0.586885	
78.000000	0.000025	0.000596	0.000595	0.505825	0.608197	
79.000000	0.000025	0.000596	0.000598	0.515368	0.609836	
80.000000	0.000025	0.000598	0.000595	0.508816	0.606557	
81.000000	0.000025	0.000596	0.000597	0.522108	0.604918	
82.000000	0.000025	0.000590	0.000595	0.533747	0.604918	
83.000000	0.000025	0.000586	0.000592	0.533217	0.600000	
84.000000	0.000025	0.000594	0.000591	0.516727	0.603279	
85.000000	0.000025	0.000589	0.000603	0.523622	0.590164	
86.000000	0.000025	0.000586	0.000592	0.544693	0.619672	
87.000000	0.000025	0.000589	0.000598	0.530953	0.591803	
88.000000	0.000025	0.000588	0.000588	0.535506	0.627869	
89.000000	0.000025	0.000588	0.000586	0.533963	0.640984	
90.000000	0.000025	0.000587	0.000604	0.535267	0.586885
